Scenario;Replication;OrderFillRate;OrdersS1;OrdersS2;OrdersS3;AvarageLeadTime;AvarageQInStock;Costs;NumberBackordered
Scenario11;93;96,875;0;27;0;169,200969562991;552,525589422633;378000;0,944899278160504
Scenario11;94;95;0;27;2;185,51021067303;562,607035194818;413000;8,26114221152122
Scenario11;95;96,8992248062015;0;26;1;170,805320127614;578,159935806582;381500;5,01107455389126
Scenario11;96;95,3846153846154;0;26;1;193,598275794923;534,720775883584;381500;9,45000937478859
Scenario11;97;94,0298507462687;0;24;4;199,571924818301;504,396828053644;406000;9,55870984819599
Scenario11;98;93,6363636363636;0;22;1;185,814578255422;549,322367996743;325500;7,64378468691304
Scenario11;99;95,6140350877193;0;23;1;183,062415785657;542,199651228312;339500;9,42339413014549
Scenario11;100;96,2121212121212;0;25;3;177,568958228775;583,301449926528;402500;3,64622082944521
Scenario12;1;99,2424242424242;0;30;3;185,522511176176;579,654622023266;393000;0,119790562172479
Scenario12;2;96,9924812030075;0;27;6;197,414995614679;548,926283714004;414000;4,21968527327096
Scenario12;3;86,5384615384615;0;32;6;222,803794326212;515,629671371192;474000;18,9185217707426
Scenario12;4;92,6470588235294;0;31;3;191,348903182411;562,028839999079;405000;6,6147567077843
Scenario12;5;97,6;0;29;2;177,833909101621;607,044331268637;378000;1,7112324125957
Scenario12;6;94,2446043165468;0;30;5;189,90102990987;578,448280459212;435000;2,15401532067215
Scenario12;7;93,6;0;30;1;191,933482783176;622,143079699991;363000;6,9200522208066
Scenario12;8;98,4;0;30;1;176,005098817294;598,183793356462;360000;0,571883943721906
Scenario12;9;97,7941176470588;0;30;3;197,006240240639;569,95280327316;405000;3,66813536471994
Scenario12;10;95,0819672131148;0;28;2;187,19085240353;610,679489108507;366000;1,50253378059162
Scenario12;11;98,6111111111111;0;32;3;176,736065629829;617,333663199891;414000;2,24497586697944
Scenario12;12;95,0819672131148;0;28;2;207,935564785024;602,356241786832;366000;9,56393044153015
Scenario12;13;95,6521739130435;0;31;4;201,039267296681;547,028626943919;432000;3,89783228469854
Scenario12;14;98,0769230769231;0;24;0;163,670505518656;620,792453832091;276000;5,00011174332073
Scenario12;15;97,8260869565217;0;34;1;182,291804960762;571,419718907464;423000;1,73042022600751
Scenario12;16;94,5578231292517;0;31;5;200,211665664909;570,391715755822;447000;5,56209886770836
Scenario12;17;98,4375;0;30;1;184,599334619818;623,718695041245;375000;0,899272441878766
Scenario12;18;94,2446043165468;0;29;5;193,915955017449;570,768345934778;408000;3,53444813269519
Scenario12;19;94,8148148148148;0;30;3;184,478041722846;584,231908562305;405000;3,59885794884368
Scenario12;20;96,1240310077519;0;28;4;195,837830175733;574,885483323631;396000;2,00644248970341
Scenario12;21;97,4137931034483;0;29;1;177,341259166432;618,693615591893;363000;1,07871526881528
Scenario12;22;94,7761194029851;0;29;3;184,998893237819;621,026544707748;393000;4,89910847748846
Scenario12;23;98,3333333333333;0;28;2;183,005719291367;613,977559316793;366000;0,235993876456604
Scenario12;24;90,1408450704225;0;32;3;207,702606133583;565,516775210808;429000;16,3377353207406
Scenario12;25;93,7984496124031;0;30;2;204,747218695252;560,439110601621;390000;9,56796449622114
Scenario12;26;90;0;29;5;200,90262238727;537,657652108511;423000;11,1387112109396
Scenario12;27;93,1818181818182;0;30;3;207,169914572448;569,944441930395;393000;8,91073854772505
Scenario12;28;98;0;34;3;178,843823486646;591,822564681891;453000;1,56980778731558
Scenario12;29;91,7355371900827;0;28;2;204,659978157008;590,11061074423;366000;7,69367902352356
Scenario12;30;96,9230769230769;0;30;1;176,005275823985;611,518963593359;375000;3,79200047557637
Scenario12;31;92,741935483871;0;29;1;198,753101152349;612,532318125745;363000;7,29315401140004
Scenario12;32;94,8051948051948;0;33;5;191,498111906913;581,384669566878;471000;5,97223994399864
Scenario12;33;95,2380952380952;0;29;2;186,202558740511;578,715301428015;378000;1,67171425893102
Scenario12;34;97,5206611570248;0;28;2;176,505616584895;638,363005452381;366000;0,920869500108354
Scenario12;35;93,75;0;34;6;206,667224195593;525,098931613022;498000;11,5469522997002
Scenario12;36;96,7213114754098;0;28;1;175,557291316552;634,989191059133;351000;2,12752328781221
Scenario12;37;95;0;32;3;193,033465677721;563,308335786592;429000;6,57979253351289
Scenario12;38;96,6666666666667;0;29;0;183,882167394337;617,617935002784;336000;5,49310601735359
Scenario12;39;97,1830985915493;0;30;5;187,918254074081;600,461536931602;435000;1,66307993912687
Scenario12;40;96,4285714285714;0;29;5;195,365786671204;574,309000646973;423000;1,32999832287826
Scenario12;41;95,7142857142857;0;32;2;179,320732955707;594,909504854695;414000;3,28045180661416
Scenario12;42;100;0;30;3;178,185729050825;585,129568716883;405000;0
Scenario12;43;99,0654205607477;0;26;0;178,941195172413;600,564012059543;312000;1,18931846340154
Scenario12;44;95,3488372093023;0;30;1;181,359100313952;578,114918650689;375000;5,76109000569233
Scenario12;45;97,5206611570248;0;29;1;179,668330328481;642,163826650726;363000;0,596275417726387
Scenario12;46;99,2;0;30;1;175,276456774652;611,145127292409;375000;0,401886742394459
Scenario12;47;95,7746478873239;0;30;5;203,876050348038;551,863408880509;435000;2,27240577637384
Scenario12;48;98,3050847457627;0;27;2;192,393114549489;617,28901441637;354000;1,88390351719482
Scenario12;49;99,2537313432836;0;30;3;179,680557850478;615,776439993496;393000;1,51886941211992
Scenario12;50;96,8503937007874;0;29;2;191,035010353342;575,574623590322;378000;3,87756288636334
Scenario12;51;93,4426229508197;0;29;1;179,068225570861;593,782494508323;363000;9,25952832800186
Scenario12;52;93,6619718309859;0;32;4;198,132014938159;559,555226216268;444000;6,63279710422597
Scenario12;53;99,3243243243243;0;33;3;178,676445508075;609,540801069995;441000;0,0178069704090901
Scenario12;54;98,4848484848485;0;31;2;181,845722155077;608,319109379919;402000;0,878486191799869
Scenario12;55;95,3947368421053;0;33;4;178,353208954193;569,759811812494;456000;3,39823597109263
Scenario12;56;95,0704225352113;0;31;4;192,164725253579;566,59749624382;432000;1,77429782460044
Scenario12;57;96,031746031746;0;28;2;173,622144711268;606,065827638885;366000;1,28595380833997
Scenario12;58;97,6923076923077;0;28;4;183,662291738274;601,047015722184;396000;1,71506019973737
Scenario12;59;94,2148760330578;0;28;2;188,633685099735;592,821702948411;366000;5,1334373202536
Scenario12;60;98,1651376146789;0;26;0;178,554768072896;638,960731050552;312000;0,7459713119018
Scenario12;61;93,2773109243697;0;28;1;192,754118560046;568,307931032801;351000;4,92554083843114
Scenario12;62;95,8041958041958;0;30;5;185,698780309053;611,494949222151;435000;6,4020717627813
Scenario12;63;96,3235294117647;0;29;4;173,646070617584;577,804038675835;408000;4,95111574375641
Scenario12;64;97,5;0;30;0;180,468394176585;601,715644719014;360000;0,837159775570846
Scenario12;65;98,4251968503937;0;29;2;181,760248783356;623,442847130545;378000;0,514122098658348
Scenario12;66;96,031746031746;0;30;1;199,090086909665;590,529438648372;363000;6,62322388665432
Scenario12;67;96,8;0;29;2;165,543144546318;630,969025738914;366000;2,30487935420646
Scenario12;68;95,9677419354839;0;29;1;180,260237087278;610,684138999779;363000;2,52058400953274
Scenario12;69;94,0740740740741;0;28;6;194,30832131407;563,00870524332;426000;3,42964246864201
Scenario12;70;97,5206611570248;0;30;0;189,367388123614;613,358175131845;360000;0,937378670978216
Scenario12;71;99,1666666666667;0;28;1;170,295207437106;599,764730102931;351000;0,313342323907095
Scenario12;72;92,1428571428571;0;31;4;195,664289237313;579,317331887344;432000;8,08353480016751
Scenario12;73;97,6744186046512;0;30;2;173,97984037073;613,334081539483;390000;1,97667737396592
Scenario12;74;93,8775510204082;0;33;3;187,585943161559;589,832494212698;441000;4,92852900648007
Scenario12;75;96,4285714285714;0;31;3;194,268372030694;589,559008410831;417000;1,92016877844931
Scenario12;76;92,436974789916;0;26;3;214,305527853214;554,485448863341;357000;14,3962132638171
Scenario12;77;93,75;0;28;4;195,593345816246;580,816461903139;384000;6,29335671526319
Scenario12;78;98,4251968503937;0;30;2;172,153454820759;617,203164129547;390000;1,29792704316905
Scenario12;79;91,5384615384615;0;27;4;195,993666016841;585,779433253817;384000;5,72523393715441
Scenario12;80;92,8571428571429;0;28;3;193,50013870294;595,902580059403;369000;3,10937857806752
Scenario12;81;97,2972972972973;0;27;1;191,922276310124;609,25744918723;312000;1,64264108156817
Scenario12;82;92,5170068027211;0;33;4;207,480245968411;548,319030106639;444000;12,3276613227918
Scenario12;83;94,4;0;30;1;178,861082164601;615,20735919355;375000;2,59384015640876
Scenario12;84;95,5555555555556;0;28;5;193,761262793874;588,870393463947;411000;3,22425291392229
Scenario12;85;92,4812030075188;0;28;5;211,39695094378;553,196909105099;411000;8,68550328800459
Scenario12;86;90,9722222222222;0;31;5;217,295566587772;525,864808872929;447000;14,13339594879
Scenario12;87;97,65625;0;32;0;180,241582739545;613,835921491962;384000;2,14038813892492
Scenario12;88;97,3214285714286;0;28;0;179,001978127951;621,658878565579;336000;1,76214712951011
Scenario12;89;97,9591836734694;0;33;4;185,35611016299;567,431282686069;456000;1,33591217728164
Scenario12;90;93,7062937062937;0;33;2;192,177820375469;569,941573433214;426000;14,9560559587685
Scenario12;91;93,006993006993;0;31;4;204,199269737819;577,720476437166;432000;5,29096536829165
Scenario12;92;100;0;30;0;170,749779891051;646,047069203554;360000;0
Scenario12;93;99,1666666666667;0;29;1;170,322578723554;628,889042080116;363000;1,74243500796622
Scenario12;94;100;0;29;1;163,744955709055;650,676256659727;363000;0
Scenario12;95;97,979797979798;0;22;2;179,767300069728;632,4154554761;294000;0,641055924268417
Scenario12;96;96,2686567164179;0;30;2;188,535855218577;615,208496622897;390000;3,62067887327566
Scenario12;97;97,3214285714286;0;27;1;178,579236500736;644,666947336848;327000;2,15424799617653
Scenario12;98;97,7443609022556;0;30;3;179,351413791423;566,570124825311;393000;5,44177864724776
Scenario12;99;99,0740740740741;0;25;1;188,921783979878;608,225291422234;315000;0,220362395360231
Scenario12;100;98,5294117647059;0;30;3;183,572591755697;616,994341946963;405000;0,372562305666091
Scenario13;1;80,7339449541284;1;0;19;293,189198523768;354,980305882946;256000;36,2058932345416
Scenario13;2;32,03125;4;0;20;272,499312988198;138,637852381927;312000;347,156421489172
Scenario13;3;72,4137931034483;1;0;20;286,010166558576;361,28443962671;268000;48,3493562378705
Scenario13;4;60,1503759398496;3;0;21;276,687971005621;329,43769929476;336000;58,4669119671448
Scenario13;5;70,0729927007299;4;0;20;269,396178136562;396,855915016151;352000;51,6944767143916
Scenario13;6;75,609756097561;2;0;21;270,978938825296;382,7172451883;296000;41,9182281949898
Scenario13;7;67,8571428571429;4;0;22;271,130378311996;343,138412693147;364000;62,2107499519824
Scenario13;8;72,65625;2;0;21;274,159638036657;392,010809527292;308000;44,0290824495299
Scenario13;9;67,8082191780822;7;0;19;267,872075417455;351,142084019569;424000;52,4472697036287
Scenario13;10;68,2119205298013;7;0;21;266,847036534766;355,933088863081;448000;63,5512907580754
Scenario13;11;68,3098591549296;6;0;20;287,944928958065;344,762565477355;408000;70,8636374209838
Scenario13;12;62,7737226277372;5;0;20;280,002343898003;325,780450226144;380000;72,9262341295271
Scenario13;13;69,9115044247788;0;0;21;314,777879822284;344,741622018131;240000;42,9863992846839
Scenario13;14;74,3055555555556;5;0;21;271,961413523071;382,043986048607;392000;45,5328535856175
Scenario13;15;62,3287671232877;4;0;22;269,361221556727;347,836595451473;364000;71,1008081899847
Scenario13;16;72,3214285714286;2;0;19;308,159257469562;374,729113006841;284000;60,5102639141605
Scenario13;17;66,1971830985916;4;0;22;266,142238478953;374,970428660679;336000;56,9204210828531
Scenario13;18;60,7407407407407;4;0;21;313,575702950316;357,643280520977;364000;91,4443330505843
Scenario13;19;65,9420289855072;5;0;21;273,311290970665;330,249474330688;380000;71,7591392460439
Scenario13;20;74,4360902255639;4;0;21;274,043124414437;358,951497702691;364000;40,1417712113209
Scenario13;21;57,7235772357724;3;0;20;297,072453010822;352,901846794585;312000;87,9723269720022
Scenario13;22;69,2857142857143;4;0;21;262,600728296593;392,012610868045;364000;50,9506820430785
Scenario13;23;68,9075630252101;1;0;21;316,320942327798;311,534408804093;280000;44,2997222595813
Scenario13;24;66,6666666666667;5;0;20;277,412369440492;358,685624084153;380000;74,4293593673806
Scenario13;25;65,2173913043478;8;0;21;258,8768002563;341,109052475486;464000;60,0642252000955
Scenario13;26;74,3801652892562;3;0;19;282,762351650249;382,919856091476;300000;43,1680638770176
Scenario13;27;64,6153846153846;3;0;21;296,066062621685;321,810050507376;336000;67,4014122254946
Scenario13;28;60,1398601398601;6;0;20;287,257160773965;308,065127888597;408000;89,6290675749825
Scenario13;29;66,9230769230769;4;0;20;275,558182259075;399,950282189704;352000;68,3215675153071
Scenario13;30;59,5744680851064;5;0;21;294,958371705073;325,778501013076;392000;89,3475960376676
Scenario13;31;76,1194029850746;5;0;20;266,516548516592;355,591658398072;380000;37,80757478157
Scenario13;32;75,5555555555556;4;0;21;291,478092796133;314,297717705381;364000;50,9153318877361
Scenario13;33;50,381679389313;3;0;21;290,743164743244;224,49105346511;308000;203,430851581822
Scenario13;34;65;5;0;21;282,079761766109;354,998307996396;380000;65,067324151931
Scenario13;35;63,8655462184874;1;0;21;309,93621276354;318,35396062757;280000;72,4160604317724
Scenario13;36;74,4186046511628;4;0;20;278,240393219407;363,309403984242;352000;39,7018198933536
Scenario13;37;76,1904761904762;3;0;20;268,240668488038;367,098488190303;324000;31,5787249849342
Scenario13;38;63,6363636363636;3;0;21;300,283673078367;349,857098265029;336000;79,0823505834258
Scenario13;39;66,40625;3;0;21;298,688167846717;354,773269953973;336000;58,0988416070299
Scenario13;40;68,1818181818182;3;0;21;303,717544412227;307,097985053513;336000;75,0442330692256
Scenario13;41;72,3880597014925;5;0;20;277,73388714807;387,266517412015;368000;53,6252132010132
Scenario13;42;73,9495798319328;2;0;19;294,111077717775;396,537701001474;272000;38,512904010445
Scenario13;43;74,8148148148148;3;0;22;265,286381366051;355,297405989352;336000;40,0931810267267
Scenario13;44;59,375;3;0;20;298,470410948981;298,979072114652;324000;71,8582000596499
Scenario13;45;80,1652892561983;2;0;20;270,11445123904;392,9316604457;296000;32,1072069979067
Scenario13;46;79,0697674418605;3;0;21;272,623959850233;376,615424987267;324000;33,8850228268612
Scenario13;47;74,8201438848921;5;0;20;272,271181167747;382,668075230678;380000;48,5216858012168
Scenario13;48;61,4173228346457;1;0;22;288,948813082221;322,30528186304;292000;63,6086927398701
Scenario13;49;64,1221374045801;5;0;20;274,9268451185;396,451551409837;380000;61,1778859948639
Scenario13;50;55,6291390728477;7;0;21;287,675351816612;275,877688219132;408000;175,218900948875
Scenario13;51;67,4074074074074;5;0;20;283,532108920911;328,481520125325;368000;70,9456141854808
Scenario13;52;62,992125984252;3;0;20;270,172970362765;321,789414092032;312000;53,9549466900941
Scenario13;53;71,3178294573643;4;0;20;271,595065679411;399,243155156692;340000;43,9612877059892
Scenario13;54;30;4;0;22;272,653030513814;183,229385614128;336000;309,20608929056
Scenario13;55;74,1935483870968;2;0;21;264,953383656806;385,105882132007;296000;31,4051827814729
Scenario13;56;73,9130434782609;4;0;22;277,029260701815;333,930936294972;364000;48,7706357114508
Scenario13;57;71,0144927536232;4;0;21;267,930388937377;325,458695241518;352000;44,2719546810112
Scenario13;58;70,3703703703704;3;0;22;282,723242543571;348,232681140704;336000;73,2611632299535
Scenario13;59;70,7692307692308;2;0;22;290,748099491316;355,548787212287;308000;53,9101784745095
Scenario13;60;75,7281553398058;1;0;18;277,244783561974;410,88979567656;244000;36,8543220485354
Scenario13;61;66,1290322580645;1;0;22;303,745128258026;346,396071611763;280000;57,9130532593486
Scenario13;62;80;2;0;21;267,285257629909;388,340692746212;296000;30,8050507875773
Scenario13;63;61,6666666666667;1;0;21;324,617190494692;290,707207394211;280000;89,124120987283
Scenario13;64;66,2068965517241;5;0;21;279,234545764438;359,098926198681;392000;60,5322551154624
Scenario13;65;72,1739130434783;1;0;20;306,068054072326;331,128821053949;268000;51,0190386763439
Scenario13;66;69,6;1;0;22;305,2079979121;309,154897638151;280000;53,9074853046961
Scenario13;67;72,9508196721311;2;0;21;283,182633258613;340,062981335295;296000;42,3103455326402
Scenario13;68;49,2063492063492;3;0;20;284,069808995393;252,964935913209;296000;213,744167076122
Scenario13;69;67,2;4;0;19;288,075045015162;357,883209320052;328000;60,278237433996
Scenario13;70;72,6666666666667;6;0;21;268,950311613989;365,605477711299;420000;53,6388786880262
Scenario13;71;66,6666666666667;2;0;20;291,278534287342;339,780081908139;296000;49,7300843895552
Scenario13;72;68,4210526315789;4;0;21;274,761006406774;348,855221932783;352000;57,7190362642208
Scenario13;73;77,1929824561403;1;0;19;298,786935569766;350,933921816659;256000;31,0007039381758
Scenario13;74;64,5390070921986;5;0;21;271,600037294728;354,188095354207;380000;70,2022186829303
Scenario13;75;70,8029197080292;4;0;21;286,071708164113;358,247577032165;364000;47,5253475921111
Scenario13;76;66,1870503597122;5;0;21;276,697240227205;359,871475587545;368000;64,2013319154642
Scenario13;77;73,3333333333333;4;0;21;265,389726912536;387,542413143945;364000;39,8875338852662
Scenario13;78;66,9421487603306;3;0;19;292,378143723657;358,361545719815;312000;68,0490457566018
Scenario13;79;65,1851851851852;5;0;19;268,648953876459;379,318862557623;368000;54,5855503399791
Scenario13;80;72,5490196078431;1;0;18;312,962096620856;339,348996334085;244000;40,881880760366
Scenario13;81;69,8717948717949;7;0;22;261,181100775877;353,013814365441;448000;59,971874224316
Scenario13;82;68,9922480620155;3;0;20;285,037150633523;367,443853674438;324000;48,1486574181855
Scenario13;83;68,3760683760684;2;0;20;305,332711643696;344,325802914561;296000;60,4909776308727
Scenario13;84;71,3178294573643;3;0;20;269,787154747294;382,937828935974;324000;37,9824309958375
Scenario13;85;68,5314685314685;5;0;21;279,838940441488;338,317548368714;364000;87,7041221054723
Scenario13;86;74,3362831858407;1;0;20;296,394665332324;380,557188621846;268000;32,2406196298857
Scenario13;87;67,910447761194;4;0;21;275,595292718153;348,016390851299;364000;58,071599775309
Scenario13;88;73,7704918032787;3;0;19;272,858835020347;387,589871379954;312000;45,1122633165757
Scenario13;89;74,4525547445255;4;0;21;285,430801005198;335,674569397331;352000;47,3546701430702
Scenario13;90;71,5384615384615;5;0;19;263,971106323843;341,397086004832;368000;35,9036005496101
Scenario13;91;65,7718120805369;6;0;22;273,201151378627;364,159158743662;420000;72,99987893853
Scenario13;92;65,1515151515152;4;0;21;285,472295280644;343,929134509657;364000;71,1927442035694
Scenario13;93;82,5;2;0;20;283,308192716435;416,545839055935;296000;32,595172207676
Scenario13;94;69,8412698412698;2;0;21;305,506872359805;352,748257028681;296000;60,2576830629452
Scenario13;95;72,5;1;0;21;280,311823661708;341,418451507511;280000;43,638218410771
Scenario13;96;67,8571428571429;4;0;22;272,231110897902;343,746183161935;364000;55,6855050965218
Scenario13;97;67,6470588235294;4;0;22;275,563145471083;362,001072497027;364000;58,916826196972
Scenario13;98;66,6666666666667;3;0;19;298,376951871401;356,910195228841;312000;70,1103644222561
Scenario13;99;62,5;3;0;19;308,4344169092;326,288229361451;312000;61,7434579922568
Scenario13;100;69,3548387096774;3;0;20;268,20612751657;341,426739106767;324000;50,558307091168
Scenario14;1;56,8627450980392;8;0;25;306,215391250164;323,246423314624;458500;72,7564793727462
Scenario14;2;68,503937007874;3;0;24;318,781621009125;337,112578841137;315000;55,9343284983284
Scenario14;3;80,5309734513274;1;0;22;300,721610610933;408,920998672868;245000;18,5643423738207
Scenario14;4;75,3731343283582;3;0;25;287,758046082768;364,228211731037;336000;37,1492143074817
Scenario14;5;66,3636363636364;1;0;22;340,807257927837;350,61450911706;255500;57,2841287864619
Scenario14;6;74,4;3;0;23;287,800572887561;403,448264333063;315000;39,5345574591268
Scenario14;7;71,6535433070866;3;0;24;314,051547818073;365,415435557007;325500;46,9257909658534
Scenario14;8;84;2;0;24;292,461717247519;419,567682229525;301000;28,2324904234926
Scenario14;9;79,0322580645161;2;0;24;284,893216451231;406,089519424531;290500;26,6886042060929
Scenario14;10;30,3030303030303;4;0;24;290,601213338915;127,336378972564;315000;297,00966230817
Scenario14;11;79,8449612403101;4;0;23;274,750685674938;423,431422019016;329000;22,9800466122941
Scenario14;12;52,1428571428571;6;0;24;285,613153933208;272,124297878876;364000;173,745866603911
Scenario14;13;85,1851851851852;1;0;21;314,873868754;393,071091574395;245000;21,7255711609953
Scenario14;14;71,8518518518519;5;0;23;304,599373213505;362,276017650762;364000;37,8416528769454
Scenario14;15;71,1111111111111;5;0;24;290,242077690756;388,202614328811;374500;38,5788477526819
Scenario14;16;73,6111111111111;7;0;23;318,261029176733;360,873055222379;413000;54,1571445257514
Scenario14;17;79,4326241134752;4;0;25;281,919727818371;375,758618546818;360500;28,2104376743791
Scenario14;18;73,8461538461539;4;0;23;283,395332573065;390,866511179083;304500;58,6793773784477
Scenario14;19;76,510067114094;7;0;25;287,234931352076;374,526623982807;423500;34,8032238919963
Scenario14;20;76,3157894736842;2;0;22;311,110539900838;407,992692101786;280000;29,1036457228014
Scenario14;21;80,8219178082192;8;0;23;291,471380361758;372,139781771021;437500;33,0627360556758
Scenario14;22;75,8333333333333;1;0;24;327,198056532495;367,654933254185;276500;52,0607440915296
Scenario14;23;80;2;0;23;310,896289642672;434,941765970955;280000;37,7552137522737
Scenario14;24;72,972972972973;9;0;22;276,773685212158;380,43751632328;451500;39,4333338813852
Scenario14;25;82,1705426356589;3;0;24;281,457947654813;410,151583586176;325500;30,4292170764222
Scenario14;26;74,6153846153846;2;0;25;296,126521558788;385,093073530432;301000;47,6737400893626
Scenario14;27;21,7687074829932;7;0;24;275,437447170162;127,132583585479;388500;328,622732106305
Scenario14;28;79,1304347826087;3;0;21;301,539248402045;408,770303029857;283500;34,7750723147618
Scenario14;29;40,4580152671756;5;0;23;317,617399427542;176,002221815192;339500;301,23272243152
Scenario14;30;77,027027027027;6;0;25;289,694586133636;368,344885288191;409500;38,4285499663857
Scenario14;31;75;3;0;24;305,593355809901;357,955526071884;325500;40,7831395178799
Scenario14;32;68,0272108843537;7;0;24;291,586870429668;365,683293686742;423500;64,1093130328881
Scenario14;33;68,7022900763359;4;0;23;299,649357903636;376,216938425537;329000;37,6122066641937
Scenario14;34;70,9677419354839;1;0;25;317,826891013408;368,777076531318;287000;39,8095055358476
Scenario14;35;62,8571428571429;6;0;23;304,214576083365;351,711809336908;388500;62,4763364188185
Scenario14;36;74,2424242424242;4;0;24;287,586797042552;390,448850682143;350000;40,9951788086871
Scenario14;37;76,1904761904762;5;0;22;295,143825670708;377,415395249208;343000;29,3750318737929
Scenario14;38;69,1056910569106;2;0;24;315,572338680893;398,566435985707;301000;44,8358070122817
Scenario14;39;68,8888888888889;5;0;24;291,715397758984;373,104000157455;364000;53,133121065683
Scenario14;40;76,1061946902655;0;0;24;300,31335404349;410,139864171139;252000;30,625388338236
Scenario14;41;73,5537190082645;2;0;24;320,192474722259;357,052567672383;290500;37,7720603146955
Scenario14;42;76,6129032258064;2;0;24;303,22079160617;416,148522807891;276500;35,6706021022593
Scenario14;43;74,1007194244604;7;0;22;283,449904665712;411,86833992129;402500;43,8102059410665
Scenario14;44;80,1801801801802;0;0;23;313,912012879623;387,468424186747;231000;38,2986589103654
Scenario14;45;80,8695652173913;2;0;22;320,547296456251;382,295003611918;269500;32,6207005363032
Scenario14;46;66,1538461538461;4;0;23;320,530003363363;370,272747356578;339500;56,3164742815024
Scenario14;47;72,108843537415;6;0;25;267,751863175761;377,756415299823;399000;42,4026049662732
Scenario14;48;67,1532846715328;5;0;23;292,344279174406;350,955682963381;353500;58,6239702522195
Scenario14;49;78,5185185185185;4;0;24;293,282152946747;415,633180492525;350000;29,4233741722697
Scenario14;50;73,8255033557047;8;0;24;273,848297802898;399,950728413894;448000;38,3292753997584
Scenario14;51;72,9323308270677;4;0;24;284,08500930587;396,682430264325;315000;63,0465672650638
Scenario14;52;76,4150943396226;0;0;22;329,389651632862;403,627820287283;231000;29,8695816812286
Scenario14;53;77,0992366412214;4;0;24;293,882042051152;383,016808994563;339500;33,9664495951185
Scenario14;54;79,6610169491525;1;0;24;291,483509579008;415,696625316167;266000;37,3803185644214
Scenario14;55;79,6992481203008;3;0;25;317,842439478601;352,354721508393;325500;27,6480355082264
Scenario14;56;73,1707317073171;3;0;23;304,178927561479;390,391021285581;304500;40,5013819012812
Scenario14;57;32,2033898305085;3;0;22;307,614619665216;183,16173841731;269500;293,135720153472
Scenario14;58;45,945945945946;7;0;24;290,156120070908;257,908559380929;399000;226,528081104037
Scenario14;59;74,1007194244604;5;0;24;291,545618797508;362,55145477989;364000;43,4376320894082
Scenario14;60;72,3404255319149;7;0;23;286,499663635185;406,551795782189;402500;42,5065540615478
Scenario14;61;68,8741721854305;8;0;24;296,380253363093;382,299009075736;413000;62,6803998667995
Scenario14;62;76,5765765765766;2;0;21;301,101684465182;430,443434579901;269500;28,4176658204974
Scenario14;63;78,0141843971631;5;0;24;291,851495318985;370,547991468653;374500;29,0401626488358
Scenario14;64;70,4225352112676;7;0;23;294,07055059766;373,471231919199;413000;48,6776122692252
Scenario14;65;79,3650793650794;4;0;22;313,638896133051;381,722223418708;329000;50,0378276507846
Scenario14;66;82,5396825396825;2;0;24;312,224664600074;386,508148277275;301000;30,0247246625108
Scenario14;67;65,4929577464789;6;0;24;328,650770769386;327,368626237497;399000;69,461207860629
Scenario14;68;80,3149606299213;4;0;23;284,535789397533;361,443804023438;329000;39,3155773584474
Scenario14;69;75;2;0;21;302,119415306105;402,313864208048;269500;31,0357660711302
Scenario14;70;69,2913385826772;5;0;22;279,378728222221;412,930468884445;343000;44,5244911491088
Scenario14;71;72;3;0;23;301,362476218545;393,463996443419;315000;43,0747680450063
Scenario14;72;64,3356643356643;8;0;23;285,005063538356;367,700432775332;427000;60,8291874048631
Scenario14;73;76,7241379310345;0;0;24;326,589366545074;401,513205446097;252000;21,7105071409972
Scenario14;74;81,6;4;0;22;295,519715083937;394,931071259955;329000;32,6340719902774
Scenario14;75;72,5190839694656;4;0;24;292,803844703125;384,618272461377;350000;37,7539886101998
Scenario14;76;75,5555555555556;5;0;24;290,052902666743;403,333656253397;374500;40,8587901827578
Scenario14;77;81,7460317460317;2;0;24;299,603680394791;378,337841103166;301000;29,4856437209021
Scenario14;78;77,2727272727273;0;0;23;325,39424683573;384,529702043871;241500;21,5797490357924
Scenario14;79;72,1804511278195;5;0;23;272,58180123839;404,712505209211;364000;33,0864227804242
Scenario14;80;70;3;0;23;317,382233752708;362,50555263974;315000;49,6743376042649
Scenario14;81;73,943661971831;5;0;24;283,303546211084;392,8309800594;374500;43,3544902272616
Scenario14;82;82,8767123287671;7;0;24;256,940686449009;389,827279410056;413000;22,3804536128617
Scenario14;83;71,3235294117647;4;0;24;299,92135033902;407,022580206937;350000;42,8928458391561
Scenario14;84;68,9922480620155;4;0;23;301,289168895932;438,695417213833;339500;51,8480828231198
Scenario14;85;44,6808510638298;6;0;24;293,597260666236;242,485591966763;374500;229,758547863571
Scenario14;86;70,0729927007299;5;0;24;300,95977639278;368,394952350535;374500;55,7038300837547
Scenario14;87;77,6923076923077;2;0;25;302,284760228188;399,577970572849;311500;27,2189920291071
Scenario14;88;36,6906474820144;7;0;22;276,739548749452;214,137527601766;378000;253,504154011211
Scenario14;89;81,4569536423841;8;0;24;265,135609355325;398,654942035231;437500;25,3461759636428
Scenario14;90;78,4;3;0;24;291,112774225151;415,321424622229;315000;34,622288430347
Scenario14;91;74,2857142857143;5;0;24;286,795659274882;407,912038793218;374500;33,282613436808
Scenario14;92;38,2978723404255;6;0;24;282,164686043154;208,122972702369;364000;223,642773225057
Scenario14;93;79,0697674418605;3;0;24;306,687773775372;375,377378682631;325500;28,1887367508525
