Scenario;Replication;OrderFillRate;OrdersS1;OrdersS2;OrdersS3;AvarageLeadTime;AvarageQInStock;Costs;NumberBackordered
Scenario11;45;94,2622950819672;0;24;2;180,080129346307;568,112441308242;371000;5,72476218563385
Scenario11;46;85,1351351351351;0;26;5;201,624704181991;519,018555391249;451500;23,2916750067119
Scenario11;47;99,1452991452991;0;24;0;161,635681125105;597,510424648787;336000;0,569598397614532
Scenario11;48;86,2745098039216;0;27;5;204,82210662826;497,471423130007;465500;18,5347397238945
Scenario11;49;91,4529914529915;0;23;1;195,364612385053;554,766692532846;339500;10,6689744893677
Scenario11;50;95,0819672131148;0;24;1;190,183632080197;582,635682383478;353500;6,5044897491524
Scenario11;51;94,4444444444444;0;25;2;164,939692915915;587,979603387439;385000;2,72428351501433
Scenario11;52;92,2413793103448;0;24;0;188,644123461411;537,166098288417;336000;9,19449983368745
Scenario11;53;92,7536231884058;0;26;3;192,961125709201;537,725968012486;416500;8,40404351314326
Scenario11;54;97,2222222222222;0;27;3;178,303657408825;554,134984769209;430500;2,71454994273314
Scenario11;55;94,3262411347518;0;26;4;177,754494065699;563,811730454436;434000;7,59563701190125
Scenario11;56;89,7959183673469;0;25;6;194,483835343306;517,494498937063;455000;7,59196851088319
Scenario11;57;94,3089430894309;0;22;3;177,35630034624;548,994485945146;360500;4,08713566377592
Scenario11;58;96,7741935483871;0;25;1;171,528043373865;545,627757228018;367500;1,37091826242247
Scenario11;59;89,5161290322581;0;23;3;207,405955191644;547,830649695631;374500;16,3905101681917
Scenario11;60;94,53125;0;24;3;186,386888035863;536,267427276061;388500;5,89684847843575
Scenario11;61;97,5;0;23;2;173,280384735568;588,14198391907;357000;0,650174658178863
Scenario11;62;84,4262295081967;0;23;3;202,819894774294;535,618628617485;374500;19,7188234544695
Scenario11;63;90,9090909090909;0;25;3;198,285970197579;531,549174521649;402500;18,57922926741
Scenario11;64;96;0;25;2;176,318438677339;573,03909254825;385000;1,21799313101229
Scenario11;65;93,8931297709924;0;25;2;191,011961710978;525,490080897632;385000;8,02705338439969
Scenario11;66;92,5925925925926;0;25;4;185,140811281753;534,135213150505;420000;8,70394701223731
Scenario11;67;94,9152542372881;0;25;0;183,256227464939;539,590673354917;350000;4,25782498160511
Scenario11;68;94,1666666666667;0;24;1;180,3518654961;550,67301857038;353500;7,13403109405375
Scenario11;69;89,5104895104895;0;26;4;196,854264891555;504,66895073693;434000;13,816625282004
Scenario11;70;97,5409836065574;0;23;3;184,243000139485;563,779997103713;374500;2,01872986884406
Scenario11;71;98,0769230769231;0;20;1;171,288777872652;594,581155506785;297500;0,39438967000298
Scenario11;72;92,2480620155039;0;24;3;193,648381390372;528,587080182082;388500;8,83754579356521
Scenario11;73;88,8059701492537;0;26;2;194,520316492966;510,457203922382;399000;8,83612611706368
Scenario11;74;97,4358974358974;0;24;1;188,744338317892;578,119016692493;353500;1,88995311039907
Scenario11;75;95,3488372093023;0;25;2;181,409148829771;560,66347022612;385000;1,61396519265247
Scenario11;76;90;0;25;2;199,453934599587;536,827873423844;385000;11,3060260894528
Scenario11;77;92,7536231884058;0;26;2;191,376710988969;539,426835278434;399000;5,22901461434582
Scenario11;78;95,3846153846154;0;26;1;188,778939215254;537,056283326782;381500;5,30313489514737
Scenario11;79;86,5671641791045;0;23;5;188,741804110261;574,116130108747;409500;7,48190132316719
Scenario11;80;97,196261682243;0;21;1;177,770130377202;566,588641778441;311500;1,4105763727076
Scenario11;81;90,9090909090909;0;27;3;182,842373852267;548,30138537811;430500;11,6039779290237
Scenario11;82;83,3333333333333;0;26;4;204,56684055793;516,31208969369;434000;21,394324251437
Scenario11;83;95,0354609929078;0;28;2;179,179532710414;557,170219359118;427000;3,26204292248317
Scenario11;84;91,2280701754386;0;23;1;184,424664173874;554,605855883682;339500;9,64602328671148
Scenario11;85;97,7777777777778;0;26;3;184,9649894181;551,213872293547;416500;4,12038472393847
Scenario11;86;91,8518518518518;0;26;3;188,110200345132;530,466795658384;416500;8,87437979870221
Scenario11;87;95,3333333333333;0;28;4;180,960334910127;539,232062756091;462000;5,19862862708494
Scenario11;88;96,9465648854962;0;24;3;185,988587063066;561,284609193289;388500;2,69723115863202
Scenario11;89;89,4366197183099;0;27;3;192,659710930607;487,884853127277;430500;11,6437536980941
Scenario11;90;96,8253968253968;0;25;2;173,209271615292;592,396603861241;385000;2,41522680045786
Scenario11;91;93,1818181818182;0;26;2;190,636939358183;539,091334883412;385000;6,35458107259312
Scenario11;92;94,4;0;23;4;175,156746967701;578,400315004363;374500;4,01732294616286
