Replication;scarcity3;scarcity2;scarcity1;EnvironmentalDisasterChanceB;EnvironmentalDisasterChanceA;TimeToRepair2;TimeToRepair3;TimeToRepair1;CountBetweenFaillures3;CountBetweenFaillures2;CountBetweenFaillures1;DelayTimeB;TravelTime3;TravelTime2;DelayTimeA;TravelTime1;FailedRawOrder3;FailedRawOrder2;FailedRawOrder1;OrdersS3;OrdersS2;OrdersS1;Costs;NumberBackOrdered;AvarageQInStock;AvarageLeadTime;OrderFillRate
12;NaN;17,0032609264765;17,9511951190283;NaN;3,55565378554631;608,312381930465;646,867775588171;654,86238910125;39,0027995108916;43,3364945099068;73,5190504543042;NaN;NaN;137,674578040923;NaN;166,087930169968;0;1;0;0;25;25;393750;0,403254070160169;594,394426389549;155,28956160861;98,3333333333333
13;NaN;17,1200872480293;18,0087268754567;NaN;3,46896153360605;658,653436933641;613,207027531298;639,600160405705;41,7531384946778;45,595016104814;72,5159606381663;NaN;NaN;151,449937572019;882,396497305584;162,020796223211;0;1;0;0;25;25;393750;1,07855548878107;541,298597598436;207,235312974546;96,6101694915254
14;NaN;16,9157992270775;17,9539662474815;NaN;3,44119281277729;632,806741666145;573,467097504694;719,241693226236;40,480881017986;44,4382389660718;77,2599738723754;NaN;NaN;186,03387070232;593,89519840508;165,587468345265;0;2;1;0;23;23;362250;3,37607708162368;566,445542338056;188,511676008493;97,3214285714286
15;NaN;17,013069421746;17,948772366137;NaN;3,28328647605555;628,782758578498;565,378609711429;674,751095058024;42,7674598712474;43,6602830232328;76,4133960955466;NaN;NaN;186,411056737948;572,021121538318;179,932359273921;0;0;2;0;26;26;409500;0,279545810775137;561,935772798843;189,138209909147;97,6
16;NaN;16,8549418669947;18,0774449680414;NaN;3,305379814697;588,172083796769;579,911705177956;701,831167709975;40,3524953049297;42,3373749191939;73,491685919386;NaN;NaN;154,173529893634;NaN;155,907883901583;0;0;0;0;28;28;441000;0,0531657888512365;572,043715346504;163,487571962928;99,2424242424242
17;NaN;16,8941688974504;18,1421237654315;NaN;3,44825774476398;634,592964276083;587,993864042552;558,114350608932;41,5805618972357;47,9654480033554;77,3802269272212;NaN;NaN;172,345367156995;689,802524093346;166,127940707433;0;0;0;0;25;25;385000;4,3833060416267;558,909807968843;192,732658019275;97,4789915966387
18;NaN;16,9183501588064;17,8358904351253;NaN;3,53636162862647;751,702932512947;601,427565047747;657,699454902606;37,1749171583603;43,0899996216445;71,3140877062994;NaN;NaN;180,230740993116;417,773824995515;164,200685931929;0;0;0;0;25;25;393750;0,424368098860531;543,451995045978;172,028166150885;98,3193277310924
19;NaN;16,9208041103779;18,164867816249;NaN;3,38562612219875;593,343705818853;605,67566484261;582,63688289456;39,7395177477778;43,7670180827679;69,710754163214;NaN;NaN;131,348132538172;532,170662321575;161,026952363274;0;2;0;0;26;26;409500;1,35760508973054;568,860190191353;180,448598007604;96,8
20;NaN;16,9672791537868;17,956040185775;NaN;3,43226757367873;699,190924891322;603,401656795781;554,174154410559;39,457658459593;42,703563909118;75,2904970370429;NaN;NaN;190,061154023756;598,944007566625;154,557348782094;0;2;0;0;28;28;441000;10,2060917385309;507,278008096301;203,581120395658;92,5925925925926
21;NaN;16,9240824263737;17,9356880167907;NaN;3,21387566752523;610,753799582405;611,281957530181;628,438493167685;41,1991235434211;43,3022559467807;76,325231990777;NaN;NaN;158,518507300626;581,83208398983;169,149987021314;0;4;0;0;29;29;456750;3,2678027436937;587,655673960315;187,313040692688;95,6834532374101
22;NaN;17,0274697013615;18,0367414642166;NaN;3,43956119334325;581,653863947839;644,028325629866;619,064253860484;40,4901970839793;46,0299181845039;72,5579304140257;NaN;NaN;170,508567520949;748,868347137978;160,261576655382;0;0;0;0;28;28;441000;2,70911561619969;541,359077217702;187,535535856157;96,2406015037594
23;NaN;17,0735509414226;17,976562994917;NaN;3,60266908731488;668,969532908665;604,563988970382;634,582573537787;40,7305245820818;46,1705448875204;72,9864288371448;NaN;NaN;137,626139579555;1131,67504301601;166,671317573701;0;3;2;0;29;29;448000;0,277361384305439;547,886279579958;164,912453390738;97,8102189781022
24;NaN;16,9378489268964;18,0845357612707;NaN;3,65616170164301;563,750963982212;622,8649392364;696,898299575485;39,8958245436822;42,2615453296598;76,1803702598748;NaN;NaN;184,05792516248;825,500488167581;167,725801497427;0;0;0;0;27;26;424375;4,02493088111268;505,551122396099;194,702687037639;93,0769230769231
25;NaN;17,0927467291501;18,0411806079134;NaN;3,31593986026876;666,239813349737;691,491270730231;623,531585591682;40,4546169995296;46,9093799661845;74,527387191468;NaN;NaN;206,520403610491;791,854712344019;184,571882082747;0;0;0;0;28;28;441000;1,18284447659597;530,420190536481;182,10972719812;96,9465648854962
26;NaN;17,1099123671794;18,0276656796494;NaN;3,49395020699012;658,002567214736;562,566393296513;652,189324015574;41,0985725690964;43,1264871159672;74,417803197805;NaN;NaN;154,438793646074;618,846074582017;172,340760845624;0;2;0;0;24;24;369250;0,781108621852912;567,140889513705;186,966980877853;98,2300884955752
27;NaN;16,9169083289082;17,810934149292;NaN;3,54734100762289;647,619993013811;612,338363852005;699,926797914707;44,1336880603598;43,7087887727345;73,5545089414033;NaN;NaN;173,168995469203;670,582206679134;159,058643632962;0;6;2;0;26;26;409500;0,300375996146002;546,402062731784;180,15597817666;99,1935483870968
28;NaN;17,0952491637341;18,0372612847769;NaN;3,61087750080221;707,044259524244;596,688498667353;594,206402046808;40,257394394741;46,096781251207;72,9561576298683;NaN;NaN;172,721746429188;828,420700921914;173,209034189643;0;1;2;0;26;26;409500;1,23882115641165;552,215909162514;199,642336622223;96
