Replication;scarcity3;scarcity2;scarcity1;EnvironmentalDisasterChanceB;EnvironmentalDisasterChanceA;TimeToRepair2;TimeToRepair3;TimeToRepair1;CountBetweenFaillures3;CountBetweenFaillures2;CountBetweenFaillures1;DelayTimeB;TravelTime3;TravelTime2;DelayTimeA;TravelTime1;FailedRawOrder3;FailedRawOrder2;FailedRawOrder1;OrdersS3;OrdersS2;OrdersS1;Costs;NumberBackOrdered;AvarageQInStock;AvarageLeadTime;OrderFillRate
22;15,8764294213394;NaN;17,9213238326659;5,9416752283533;3,49342084907962;652,115233211752;604,422045138957;686,701936464574;42,1721923231546;46,3305827973482;75,8086545943903;1026,44962577281;660,680900291984;NaN;NaN;166,436730710976;2;0;0;26;0;26;364000;8,43136495913752;496,885492178987;263,592748150933;90,4
23;16,0245876356715;NaN;17,8812860930339;6,22747098468244;3,75775497687909;562,358532637402;668,036611043858;658,425966837872;40,3668557423433;45,3350085131307;77,0343882136513;884,632522173113;753,483115300269;NaN;NaN;170,49730006549;2;0;1;26;0;26;364000;12,1831682347159;433,259753978059;313,901027875687;87,5
24;15,9252289796551;NaN;18,0500883691155;5,87080060943429;3,4275860673432;615,255448537016;586,01799598219;671,599361389468;42,3931953015512;43,1603643567198;78,0542937363498;957,405901373563;721,329923136147;NaN;905,180158939396;170,124402572383;3;0;0;28;0;28;392000;13,8018665601255;425,801038074941;296,018626835587;82,8358208955224
25;16,0105520238272;NaN;18,0527085129819;6,27607440549348;3,41994363430422;681,98236138296;639,369672824295;603,127613243901;42,4378125107399;47,6506139609031;74,0634278877099;710,753780728156;762,342869236598;NaN;NaN;186,046097162561;9;0;1;28;0;28;392000;6,13122959352872;397,560404252066;297,919044811829;88,7218045112782
26;16,1685011387212;NaN;18,1023544364032;6,21352731493803;3,37644171035096;664,872628211403;566,193488087155;602,809567103918;38,1327468412177;47,5707333248109;75,6865759383838;963,578632087263;754,109354629453;NaN;619,886008174923;150,338055899474;3;0;2;26;0;26;364000;0,820326961588139;444,336278384241;290,287315804099;96,0629921259843
27;16,0212931125783;NaN;17,8416182729684;5,99333350315239;3,67646619999273;686,789012495742;657,971242765072;608,045524418369;39,4801803761428;44,059623136597;72,4212311249913;692,767039126546;722,088029572609;NaN;808,998920770005;156,611312524074;2;0;0;33;0;33;448000;24,0078580701373;408,45451821907;298,428748029434;81,8181818181818
28;16,0015766635165;NaN;18,0058507832845;6,16545644699363;3,65020265089697;623,465600267452;615,833964272676;628,002962359303;41,6543561419738;42,8747097105305;76,999573498421;840,849517021487;687,921350766409;NaN;686,601859720495;170,359183461977;4;0;0;32;0;32;434000;5,45338554583116;396,50945943581;282,633136662259;89,9328859060403
29;16,0334349367074;NaN;18,0215455677117;5,53009753434786;3,45357439069942;556,865163602561;659,850883991002;637,561842163262;39,9892280566772;48,4674027953476;73,7260309827367;1168,0754647099;751,593312538079;NaN;980,109117900344;173,985739860634;3;0;2;28;0;28;392000;4,7415760269656;438,184960031569;297,251012639713;92,6470588235294
30;16,108801873899;NaN;18,0946631125326;7,10519255289378;3,63787937707877;605,858360381464;640,771135561962;614,435479890125;40,3450627382179;43,8672099166757;77,1284214508099;1051,03460561476;682,75419019401;NaN;NaN;169,879451954914;4;0;0;26;0;26;364000;3,90839142103143;446,699478441366;278,675282501415;93,6
31;16,0368542406442;NaN;17,8320912311098;5,90001006130702;3,46471180699658;634,828108170226;673,913912713174;583,820511849819;34,1706688267489;45,6458076607221;77,2451738866144;718,402451872761;719,687043508296;NaN;NaN;159,368531473025;4;0;0;26;0;26;364000;4,03610721381947;436,22591460661;276,378131170517;94,4
32;16,0387261959529;NaN;17,9842635419389;5,6648976471689;3,51687309684025;773,016319896787;605,524801142464;626,5104108966;42,4598987487012;43,260328016337;77,4260617501568;821,080093064302;780,138746982;NaN;582,784436192368;165,694232290748;6;0;0;27;0;27;378000;6,17230021696129;458,802996717676;292,352260615036;92,4242424242424
33;16,0293286041822;NaN;18,0186055198698;5,18491884991527;3,4390409659408;602,982568709878;669,765725699771;597,126586848642;40,9904676446292;45,2775393315177;73,5500159026369;942,433175475874;720,846386393598;NaN;NaN;151,544088165656;4;0;0;25;0;25;350000;3,27090197556872;474,102578495686;286,362071810006;92,6229508196721
34;15,9747356940386;NaN;18,1911156322193;6,34870283498808;3,61611458428928;624,746369455962;664,401160676692;589,552035434348;43,0244468545748;45,0294021760217;74,4178416461096;1064,11739714933;707,608911998631;NaN;566,03762607552;175,293622476587;5;0;0;27;0;27;378000;5,85858409403102;430,168520494533;286,399375022438;93,0769230769231
35;16,0969368896071;NaN;17,9730436317623;6,37752369611428;3,60821695154501;609,113123491177;699,177921621845;667,930588712146;39,1771541289719;44,0927035783211;75,0093344831839;831,195404778429;689,864542296118;NaN;NaN;159,245113427174;2;0;0;29;0;29;406000;3,9902242195727;415,918333158961;294,945670634487;94,2446043165468
36;15,9184316170646;NaN;17,9067081163045;5,88113928324095;3,54197251832941;615,643840035447;649,873427799261;557,268242975438;40,8230757736601;43,0804763713552;74,3735965563131;957,683099431028;705,451538805309;NaN;701,309098698107;169,822131016542;0;0;0;27;0;27;378000;2,27104163059126;472,275143194523;283,858430103039;96,1832061068702
37;15,9351225628963;NaN;18,0178188073712;6,35935002498861;3,66490975240179;643,943511056099;577,204340151959;564,306094080525;39,3602252394582;47,1705277850672;73,1421642119531;918,381034065823;682,821631806218;NaN;NaN;178,647899531988;2;0;0;28;0;28;392000;7,46319772167675;453,405765730302;286,636038909727;86,6666666666667
38;16,0000137071165;NaN;18,1091611411054;5,93984186745666;3,36733701194893;606,893409859276;627,374521664497;608,654088789114;40,5595790262201;44,0841740292187;74,1504907354369;951,052341694689;743,609091646553;NaN;886,685826558727;171,259161409924;0;0;0;29;0;29;406000;18,7712774055104;402,817087276078;319,004079231031;84,2857142857143
39;16,0036051160721;NaN;17,9745242622342;6,17456971626315;3,65351322629592;667,599379043982;642,474001765327;589,590390097869;39,9078668604073;45,1823258241459;77,3789941102854;NaN;739,029863603025;NaN;293,082154930782;167,686014630536;1;0;0;27;0;27;378000;4,76938503870307;463,287940254059;278,856945625122;93,4426229508197
40;15,986431688374;NaN;17,9658711248523;6,52611474936892;3,23236491215608;623,083574556415;691,740757934965;594,713859404578;38,7633343203925;45,178240610597;78,0175296624657;972,205089575118;724,713351565694;NaN;NaN;161,958841232797;3;0;0;29;0;29;400750;10,9854489617704;443,069384626695;287,92954703148;86,7647058823529
41;16,0153161873391;NaN;18,0684262779209;6,14081857847766;3,44607112304164;671,871934132543;642,154574846015;668,139636964047;39,1690678496299;43,7783940315533;74,808409420463;NaN;718,169955195822;NaN;NaN;177,636585590665;8;0;0;26;0;26;364000;4,21918806875898;473,236789749567;273,783180641463;91,1290322580645
42;15,9471992041075;NaN;17,8342306245482;6,48666948674676;3,31359882151278;610,42059049761;604,006237184705;600,404189951554;41,407815227285;44,2764261905621;72,285517941131;856,865587052559;689,224453307505;NaN;667,749930599085;173,637658055602;8;0;4;26;0;26;358750;3,14880179085394;463,577348999044;293,167340574708;95,1612903225807
43;15,9865058719064;NaN;18,0885038145818;5,38519267365336;3,54064016823227;700,188387583921;654,929121883265;635,573581774685;39,6517364281629;45,1065763067454;75,999538302299;NaN;752,184619875935;NaN;667,11190075487;169,559676159652;8;0;0;26;0;26;350000;5,62432534063485;455,400809732896;278,814835494531;95,1219512195122
44;15,8561763527625;NaN;17,9720724184248;6,61532898566553;3,35364161855042;660,492784417013;686,866421155125;642,038514856009;40,5173770431429;44,5517175673292;73,2947818024427;884,608497372041;745,336076780951;NaN;NaN;169,211390526201;4;0;0;28;0;28;392000;2,87766116919097;446,001709927584;293,759981579069;93,2330827067669
45;15,9882103159027;NaN;17,9072475828421;6,33608344749168;3,45932836408934;665,204914749819;690,12638986162;644,525472345894;37,5030973453873;44,6919132891792;78,411518833988;437,35979644278;730,274571614629;NaN;NaN;172,821962911968;13;0;0;27;0;27;378000;3,60514916588929;450,898658942462;278,63174287347;90,5511811023622
46;16,0689515223377;NaN;18,0374912202767;5,44469348363578;3,54275954304263;666,45678164962;587,844918739578;691,603399496549;41,3818939505466;44,7176345710893;73,4841488601983;743,480743893702;665,584298552268;NaN;NaN;159,114093296185;0;0;0;25;0;25;350000;1,26285722986529;459,614044298141;276,542418842765;97,4789915966387
47;16,0331660857597;NaN;17,9845802436669;6,1273541483455;3,58952710949458;582,236830540284;621,074307396678;660,952653380665;41,4827635082682;43,204173365375;75,3775527165271;542,387082652028;741,393328150342;NaN;748,243510476754;170,363686573225;6;0;0;26;0;26;364000;5,27909239882337;470,667882295515;297,918557885992;91,3385826771654
48;15,9275449409948;NaN;18,0929935968253;5,89616007916629;3,53465136426967;567,907351923185;666,374918325403;591,338268482514;41,8044971919584;45,2529899036098;74,5968760535317;936,502818199968;750,972184859652;NaN;894,849844168497;164,761937203037;8;0;1;30;0;30;420000;18,5966258153918;395,598997135958;307,280094169758;81,5602836879433
49;15,8532855122143;NaN;17,9607942621836;5,8935986806679;3,47460317392024;669,877336867647;633,671000169721;706,516647412312;39,9410786912111;41,5798526293495;73,2436839417604;NaN;794,375971155258;NaN;840,300791994622;180,390388474627;3;0;2;23;0;23;322000;2,42356667028287;465,315638616536;302,653351893076;95,5357142857143
50;15,8219299475188;NaN;18,033878530904;5,78379564586794;3,36047692159627;658,4044889711;621,775474621971;630,583324306586;43,9621671185725;44,4480465900583;72,6611659913569;NaN;753,76374634474;NaN;328,362729024807;175,832301153176;6;0;0;32;0;32;442750;9,38445063642185;443,02693233763;281,828362857113;85,7142857142857
51;15,9392736023995;NaN;17,8397126393134;5,89152710393749;3,33005999162031;649,83127602376;663,486872844738;573,230077912993;39,8853452932755;45,6386470551101;75,842368610963;NaN;778,87585739324;NaN;488,964719501189;160,954619260121;5;0;2;33;0;33;456750;9,03147905307681;413,356787831065;283,799638432949;85,7142857142857
52;16,1270009708571;NaN;18,0955398452529;5,90007009536826;3,01861403447609;640,832553231553;610,456277119494;688,127188333776;41,9972560627918;41,643842766394;73,739579183748;697,643711537919;742,889796956296;NaN;NaN;175,08936822888;2;0;0;28;0;28;392000;5,04418541534101;448,129611457163;285,12386124081;91,7910447761194
53;16,0193782200284;NaN;17,9476846155928;5,77389892865101;3,61568821551567;581,331102044933;604,491497151735;632,686837453829;35,4020317364484;44,6384478870055;72,6970935862904;674,876379726677;742,062129309229;NaN;NaN;168,293669771169;2;0;0;29;0;29;400750;3,44709101743278;429,088371745659;280,813375628471;92,0289855072464
54;15,989819040937;NaN;18,1147855289033;5,48396379668266;3,40664435054641;619,370849058739;651,861751864578;550,245459497793;37,0115013160454;42,6112834591186;76,9255736468997;NaN;686,409275521016;NaN;915,454282531138;172,555569640184;5;0;0;30;0;30;414750;5,47734033472778;429,703398350841;279,458466859106;91,6666666666667
55;16,0321300494358;NaN;17,8475819940112;6,59339135814587;3,78226421529363;623,009428391917;621,207546942848;594,910361144544;43,0669345265185;47,6942073277986;78,2334054385622;674,713099797527;756,041545033621;NaN;NaN;154,595388876568;3;0;0;29;0;29;392000;5,40974515032247;403,158151640876;287,911815079536;89,7058823529412
56;15,9740784424454;NaN;17,963869550433;5,99604563072564;3,55917234700774;671,747590431283;598,95148595373;694,001020022429;41,2076472108863;42,4501523766149;72,7156499990164;730,604714270061;788,646702844537;NaN;582,73168979678;175,672589953379;3;0;1;31;0;31;428750;11,8414922536343;391,508632951818;299,072855232249;87,5
57;15,9282100802634;NaN;18,0258310409084;6,06401135306805;3,52752825857169;585,687543798842;605,271640654603;646,901600644512;40,1780655976899;43,03555300426;77,4220179347321;983,143652802595;703,52668896951;NaN;385,098973701928;164,938425405035;2;0;1;32;0;32;442750;20,6572932712419;423,836214810786;293,232185793962;84,7682119205298
58;15,964059720318;NaN;17,9476422092053;6,24008748872438;3,38350052858732;584,001868179594;599,900512516937;686,738960347262;40,8377692620431;46,4221182775994;77,7652683272026;NaN;717,468966164091;NaN;NaN;177,121102214499;6;0;0;32;0;32;448000;11,2823018238507;442,73140200536;271,705803824928;85,3333333333333
59;15,9825898037106;NaN;18,0738001579605;5,39413492796161;3,6840181350708;653,303417035804;634,86605415872;614,294066045454;43,1012604492544;49,3982877915725;74,5339999719229;922,700773249443;705,611390815349;NaN;NaN;177,172091797687;4;0;1;31;0;31;434000;7,41071329180884;417,164790501876;286,088719415561;91,0958904109589
60;16,0881850864457;NaN;17,9764412910851;5,80905165219748;3,76585515932594;609,734214149639;648,569310391472;730,630873571831;33,9207666760851;45,1875071791518;77,7431865304243;767,507501311503;790,685294803456;NaN;NaN;174,081076932291;0;0;0;27;0;27;378000;5,06316707971704;447,456008935367;288,787891992661;91,3385826771654
61;15,9675445925165;NaN;18,0884025237687;5,88553579247767;3,27506622008138;660,910573763753;587,512997705349;678,819438977555;38,7750734084596;43,2762248529535;77,2128875600174;744,126684999955;747,683600978779;NaN;710,993823206647;165,782068040647;5;0;0;31;0;31;434000;11,6297096667342;390,634927988397;303,652414226851;85,3333333333333
62;16,0071581536076;NaN;17,992758646577;5,49213734428797;3,46748110268631;636,852088578789;677,917660793688;666,19003183405;38,6880922517074;42,8099742221336;77,0689182553906;NaN;688,449196030924;NaN;658,770054835076;165,338471797961;4;0;0;28;0;28;386750;2,79428552855868;450,908127531508;269,602378093766;91,4728682170543
63;16,016619198618;NaN;18,0319911038344;5,77813913874328;3,50564611091278;600,318374300349;612,030841370385;635,471992583292;38,0500562457989;43,2254832026748;75,51591496547;1172,03917917687;764,858644509425;NaN;599,921825191137;159,287882186663;3;0;0;25;0;25;350000;7,47432652910482;433,46111964967;305,849133579355;92,3728813559322
64;16,1123164668463;NaN;17,9081846889299;6,26794195437321;3,57046231868056;671,354485175967;622,372362230087;628,457160696458;34,5080136276421;44,7042942262935;76,7983816284686;NaN;702,762261533643;NaN;NaN;157,076028515933;5;0;0;27;0;27;378000;8,29641780271721;475,234427846808;264,429232263062;88,9763779527559
65;15,915314039112;NaN;17,9372670030545;6,16616196519342;3,34226585616326;635,062971479586;635,303221042685;724,070712389083;40,4970131834437;44,3227450541841;75,3650165504466;792,564343665474;682,525385646568;NaN;NaN;165,855449379851;3;0;0;29;0;29;400750;16,0832885493694;439,354357719678;281,967711852298;84,6715328467153
66;15,960258882352;NaN;17,9289463461292;5,62357841466588;3,8236582836188;592,650472344607;621,296880376285;673,513037339129;40,915498564552;43,9890782002892;77,8490422021908;NaN;727,898762842139;NaN;510,49678779255;164,367607569752;5;0;0;27;0;27;378000;2,17036855334594;435,028313774247;274,410270698066;95,3846153846154
67;16,1039934771019;NaN;18,0494966075483;6,38497279104419;3,65854043059517;605,502124828042;648,265479673012;540,997218861333;36,1583169574539;46,2864033820537;73,9847719244426;740,373922702374;757,600379251303;NaN;NaN;187,97765786004;6;0;0;26;0;26;350000;0,811158928755842;452,703094374252;281,843327948482;95,8333333333333
68;16,0875001968924;NaN;17,942287922604;7,22696123803379;3,5046804548086;552,684488259077;660,794556593658;647,172546254748;42,1753957364018;44,9676005168918;76,4556279502964;NaN;807,304168312653;NaN;501,434734685775;168,515315634674;1;0;0;27;0;27;378000;9,56237345059925;410,483862134814;293,686735897522;86,5079365079365
69;15,8410751983567;NaN;18,1950072592696;6,24283282672641;3,21005290575946;601,792759449076;635,255923420789;640,551138455907;44,7396191354427;44,987374721095;76,0709492190896;750,081211153659;750,8172415229;NaN;NaN;175,055213548735;4;0;2;27;0;27;378000;2,31197963868563;444,55679620775;286,629002173171;96,1240310077519
70;15,888765105803;NaN;18,0985452812165;6,75696541391313;3,45131250645034;598,005746311462;642,943430902131;638,654737471392;38,6197424281774;46,2781885906588;76,4772535821733;680,750659047171;763,978390788926;NaN;NaN;169,829440913948;3;0;0;25;0;25;350000;3,79426778438259;430,554128070859;294,875814946984;91,8032786885246
71;15,8586457482073;NaN;17,8808997415293;5,9102090948727;3,38398722403508;663,749053504363;614,173892831931;610,402193959968;40,4317632940566;43,8330493582827;72,3451933702209;NaN;753,281607072896;NaN;NaN;153,705723104563;7;0;0;32;0;32;442750;15,4763803674314;423,811723041482;272,584028952065;84,8684210526316
72;16,0739166465239;NaN;17,9871375558492;5,71415243165878;3,63836367134354;639,941706091395;617,607874712661;668,068147215641;41,2223342855993;42,5204911874607;71,0172208849537;716,439806067671;731,520251370022;NaN;918,036213571172;158,251582280706;8;0;0;24;0;24;336000;7,21806025024389;443,739175429286;299,366404802728;88,695652173913
73;16,1965478589991;NaN;18,0029900113765;5,88552412545929;3,27391017469927;739,99929812628;590,563045661543;675,429964793063;39,1263398608814;42,2126278023307;75,8520007506013;719,61955664311;764,899198679215;NaN;543,553082428691;171,965742218895;1;0;0;24;0;24;336000;3,29073602194642;461,114140026015;294,868122991836;94,0677966101695
74;15,96560757983;NaN;17,7606894342885;5,60103352160917;3,77026424437968;633,29800751776;618,75503195773;672,961213186712;41,816217777918;48,5820225125179;77,7099034046599;864,077468674845;760,64069661617;NaN;NaN;151,830329369575;1;0;0;27;0;27;378000;1,27240114357084;445,585499567524;287,581618704783;95,2755905511811
75;16,0566302179592;NaN;18,0814484669941;6,31109028237943;3,42322942910967;656,211455475481;637,151059444218;614,616904797321;41,9406668303002;45,1385086956613;77,6261582388543;NaN;699,390359434806;NaN;NaN;175,103044515972;2;0;0;26;0;26;350000;0,639021617960965;472,090497255856;272,469387457761;98,3739837398374
76;16,0179352611737;NaN;17,9906693123366;6,22207567254426;3,40503740711655;618,685828774446;711,687105076072;657,806073693978;41,7768053599418;44,7970833717328;74,9091385307379;557,909147966579;663,109458370824;NaN;874,944778948324;161,881527830631;5;0;1;27;0;27;378000;1,08977924525596;462,648505676242;273,102693296227;96,9230769230769
77;16,1545454981697;NaN;18,099071993893;5,91740695212878;3,49076793866322;631,640274710754;622,01783821805;641,81114590629;44,4638907954235;43,6037628683779;72,4731193583361;807,884615140415;714,115022966095;NaN;NaN;164,798966557068;9;0;0;31;0;31;420000;5,14945378348073;422,401937114427;300,108792920883;93,1034482758621
78;15,9161603081813;NaN;18,0886894146021;5,44559596904686;3,48189935169648;701,373631392507;610,126236412336;576,466504187872;40,4200218675722;44,6846225958926;76,5188848645132;709,753062077048;681,889719328646;NaN;796,471833608492;164,768089166125;6;0;0;28;0;28;392000;12,0342243523928;438,918567364948;286,350026549037;88,8888888888889
79;15,902189218014;NaN;18,0322086897618;5,92674005177936;3,48798855002471;581,732413873659;657,478340997993;618,368454343097;38,1185187598498;47,7365535674079;75,0070312668226;554,892290088458;734,490192292303;NaN;694,631355118873;171,150191168597;4;0;2;28;0;28;392000;6,73725100559798;446,432657005593;295,976181202018;91,1764705882353
80;15,9216793199885;NaN;17,9851086206929;5,4490534662484;3,6771284068057;571,066018388416;664,192906730137;589,597152200669;40,0411730761906;44,2522398329207;75,3074866706064;852,935430272935;683,604648629991;NaN;1014,93255695144;178,477700946529;0;0;1;26;0;26;364000;4,58980721151298;461,396933861042;280,300261778193;90,9090909090909
81;16,0352109750915;NaN;17,9762315631075;6,13728939475758;3,58110537454818;618,442187933839;638,474065028496;710,491788456638;40,5386407167784;45,9763207474652;76,3422586761105;1050,38554986605;666,361482116283;NaN;863,137697196042;169,870865550794;6;0;2;28;0;28;386750;2,30608051224078;444,712510888192;281,589148007076;94,6564885496183
82;16,0216373027209;NaN;18,0136432029015;6,16404820497959;3,53274332134113;661,714726510307;543,76748002559;639,821275021275;38,4516499831431;43,9650711221979;75,8834217286979;1012,24060431066;699,556236887729;NaN;371,165767492869;157,592791733761;7;0;0;31;0;31;434000;3,46915008808306;429,800842609808;277,978809423008;93,9189189189189
83;15,9809025669834;NaN;17,878236188001;5,70830321225982;3,62732841298342;631,084608175742;604,715826095752;628,0765536154;41,5424348739907;42,7239881789622;74,8362839650853;663,533469855754;720,504398130986;NaN;NaN;158,896284455919;5;0;0;26;0;26;364000;3,25136757795249;486,369302397454;279,574870429263;93,5483870967742
84;15,9764638945282;NaN;17,8662952240652;5,72432316566507;3,52695520154666;620,961733427797;623,565739595659;584,742555785571;38,8802193753935;46,67539917846;72,270355146029;553,712211906649;743,774328788896;NaN;484,133561179841;177,367018451295;8;0;0;30;0;30;414750;4,77245628031428;427,302180045614;291,274631787721;91,5492957746479
85;15,9592237907484;NaN;17,9874968705049;5,89501816435502;3,37366112839216;665,015281379736;645,395262918691;614,443479568641;42,2339702407933;45,6572214481779;73,1816304259394;832,59967089803;750,270141536769;NaN;NaN;179,514605265681;4;0;0;26;0;26;364000;3,94850240926836;512,940280685767;291,286443265301;91,869918699187
