Replication;scarcity3;scarcity2;scarcity1;EnvironmentalDisasterChanceB;EnvironmentalDisasterChanceA;TimeToRepair2;TimeToRepair3;TimeToRepair1;CountBetweenFaillures3;CountBetweenFaillures2;CountBetweenFaillures1;DelayTimeB;TravelTime3;TravelTime2;DelayTimeA;TravelTime1;Costs;OrdersS3;OrdersS2;OrdersS1;AvarageQInStock;NumberBackordered;AvarageLeadTime;OrderFillRate
79;16,0345361939889;17,1531900960952;NaN;6,28709283137116;3,64897001895588;619,65352647731;567,062612215358;610,875248153809;41,5925471160304;44,1217919327836;76,9682683007947;750,146633539671;728,044314820095;223,215990242053;NaN;NaN;288000;29;2;0;415,652029435742;46,5350108656422;335,582676606513;80,3149606299213
80;15,9536051199905;17,3012092316523;NaN;6,59341657968859;3,96491850737948;656,535820608681;607,508264518761;567,845731733019;37,9794718874618;44,5535522713684;71,7756313596619;884,680274565629;697,730929388869;92,1922372652532;NaN;NaN;270000;27;2;0;431,735945527501;18,1007863402321;310,639145701184;86,2068965517241
81;15,9839792369166;17,3895177619997;NaN;6,25789480495813;2,75223253597505;630,664987121794;623,528866374922;637,408304533779;38,5262071052245;43,6374351242557;77,2091342345811;1130,75276037047;724,779146572998;189,953448048317;NaN;NaN;270000;29;1;0;413,73050261911;27,1084689235394;337,877348694979;79,8319327731092
82;16,0806686320446;16,931170939235;NaN;5,63387662471671;3,50327297393233;619,756901175496;652,354482246417;642,040436549815;41,0522877185472;46,5722718801743;76,0468330137481;NaN;750,175818785001;181,564622385936;NaN;NaN;297000;28;3;0;473,128877792367;24,5464063886235;308,98203667768;83,0645161290323
83;15,9356674113455;17,059268209331;NaN;6,1388690035258;3,54585006266522;639,256110149461;636,119726539472;634,780721644705;39,4435757443566;42,9137078851151;76,7401980146921;698,087166293688;753,34620666137;146,286904550594;NaN;NaN;414000;28;9;0;407,201012697774;23,6409846453377;292,509703528163;83,1081081081081
84;15,9773863731995;16,3658774553798;NaN;6,05020697794568;3,52844115532935;694,351091191298;638,843817389378;605,866454756155;37,4391626436263;46,340171611961;74,739995100658;734,64937225842;697,164222851369;112,988909902987;NaN;NaN;270000;26;2;0;473,006930330972;19,7632743336702;326,881323144968;82,6086956521739
85;15,9682456755916;16,8770471881726;NaN;6,02032668467749;4,41470755147748;673,935060308841;675,2135183463;639,859519234325;39,5095297887123;46,8654204139486;75,1000325753059;885,620646583516;748,374510026541;223,784157554518;NaN;NaN;288000;27;3;0;443,570280347964;16,4615728167985;319,499488330204;83,4710743801653
86;16,1785494807885;17,0907695032074;NaN;6,41122642104273;4,24429546832107;639,92628848122;641,429337677737;637,710975349135;41,002941026818;44,8074072260513;71,4856496871155;680,534095272581;741,737751031901;153,154355191248;NaN;NaN;288000;27;3;0;430,810276605076;19,1381918000553;321,752396284131;81,4516129032258
87;16,0144448490901;NaN;NaN;6,00977061145008;NaN;659,628807756735;614,540094181933;600,569460357604;41,2167825579776;45,8695941734522;70,1016799964709;756,679144745447;719,658287178526;NaN;NaN;NaN;216000;25;0;0;469,306411521532;3,65457764395026;326,304324723997;93,0693069306931
88;15,9124849887169;16,8802241010484;NaN;5,46246263950036;3,91966553567909;635,66738275541;674,331252360772;620,454000382237;41,8977519379998;45,8059037986319;73,3259622002707;741,99367235304;763,342725621347;191,127473388974;NaN;NaN;414000;29;9;0;364,305118135428;37,4040042603023;311,349403867652;76,7741935483871
89;16,0297175484298;16,8875799407859;NaN;6,05849626987916;2,67872345374781;610,480996024064;566,077808075471;631,682111716011;40,8599361073996;44,5927949032436;74,9355844164414;NaN;713,307829326776;137,268565012983;NaN;NaN;405000;29;8;0;395,327866068051;24,9342966092462;283,626164010872;75,3333333333333
90;16,0252020843327;16,8849908783758;NaN;5,77748898534035;3,9298929850338;644,513183477839;637,867766574542;689,625678330544;38,2017012335489;47,1676461085176;73,6313788815843;NaN;681,028771766169;156,629931196159;NaN;NaN;342000;27;6;0;449,863178548676;28,0947195096178;284,125850026926;80,3030303030303
91;16,0571720728089;17,0051259747706;NaN;5,50317155749404;3,54180013691075;665,113707862008;641,913584326462;651,186878727403;42,1998169407662;44,8128120906544;71,9988861584448;993,143421691422;735,830535905006;102,872304841158;NaN;NaN;270000;28;1;0;399,547455056057;46,7225189157933;344,022343518848;72,8813559322034
92;16,0465849815735;17,0835541808046;NaN;6,2500749964405;3,58027274906635;600,762186280187;627,2808183608;639,279119759644;36,9581718742847;50,3306927002966;77,9048681643326;719,942534040323;721,397353235725;117,273115565162;NaN;NaN;306000;27;4;0;423,19579342097;34,9879422044731;313,092064356456;79,5275590551181
93;16,1294103985891;17,2495341086178;NaN;5,82325006382806;4,43699706112966;601,530854530041;591,581023723303;596,018794854542;39,5981099794929;47,880225947682;73,7628012155428;913,538995261875;702,084375036038;202,935824616289;NaN;NaN;306000;28;3;0;429,481891954749;34,4064383163978;317,23541676313;77,6
94;16,0226303046863;NaN;NaN;5,45421718464543;NaN;631,213503422919;589,432716179894;715,283382823082;38,1317662009969;46,1003582820726;75,236824429594;1070,85235868978;668,906839701009;NaN;NaN;NaN;270000;30;0;0;429,539258076782;20,6412982881725;327,885734824791;84,6774193548387
95;15,9541363712334;17,2861595552415;NaN;5,74140467784471;3,92295917368028;747,95918585022;711,186664790932;608,865765564042;39,4226043333334;45,6425744139589;72,9520843157202;769,748905608969;701,729254597472;94,0678950141694;NaN;NaN;279000;27;2;0;460,170934924186;24,5575056022;323,546627659217;85
96;15,9881726320766;17,2036544858788;NaN;6,33913378750107;4,09505686711054;576,847473270372;656,721396934556;635,643221142964;38,6072955630591;44,2606035750526;74,9111297305085;577,977196532751;732,553773124385;103,681326797525;732,678344151834;NaN;351000;28;6;0;404,991709925282;35,4411979243815;312,029414522499;73,3812949640288
97;16,0170687406852;16,5492682841141;NaN;5,93780492585419;3,49176931194961;629,960569036367;618,114132504897;642,08205634149;42,0994706930859;44,4576679886733;75,1794419884927;989,495880386531;709,701494891449;-31,4966510568414;NaN;NaN;270000;28;1;0;398,618634943947;39,4346805177332;325,48097973091;72,4137931034483
98;16,0104648785412;16,8784755602745;NaN;6,06045137397945;4,04846738441847;585,422866642419;681,592450465868;682,389502646069;40,2784717214052;44,4717089906852;77,6859520243791;906,854746869897;723,980782541771;199,98123704058;NaN;NaN;315000;25;5;0;421,75721934688;31,121884336703;322,033311137411;78,6885245901639
99;16,1847563672811;17,0565137571063;NaN;6,22870431654155;3,30496853363002;633,952295734573;583,137066520922;680,661882263626;40,4377333986862;42,5060450528482;74,4815604578859;834,784590327001;781,493541193007;96,6964579451291;NaN;NaN;315000;28;4;0;422,932692772447;42,6936000886105;336,409493526352;76,7441860465116
100;15,9611700435914;16,8671062315615;NaN;5,78351969085634;3,83452409734018;681,846385765824;579,693886699558;565,811693203882;41,4635449326758;43,7447256496391;77,2346825010486;NaN;736,24117622271;258,501695901767;668,355743827191;NaN;351000;29;5;0;423,614567818782;35,0620601579837;322,171847894415;73,5294117647059
